"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"Philippines","2.0","Bell-205/UH-1 Huey-2","Helicopter","1997.0","2005","2","Philippine UH-1H rebuilt to Huey-2; assembled from kits in Philippines"
"Philippines","22.0","MD-500E","Light helicopter","1988.0","1990-1991","22","$25 m deal; armed MD-520MG version"
"Philippines","10.0","Bell-205/UH-1H","Helicopter","1990.0","1992-1993","10","Second-hand"
"Philippines","6.0","JT15D","Turbofan","1990.0","1994","6","For 6 S-211 trainer/combat aircraft from Italy; JT-15D version"
"Philippines","24.0","OV-10 Bronco","Ground attack ac","1991.0","1991-1992","24","Second-hand"
"Philippines","2.0","Besson","Landing ship","1992.0","1993-1994","2","Philippine designation Bacolod City"
"Philippines","6.0","MD-500E","Light helicopter","1992.0","1992-1993","6","$11 m deal; MD-530MG version"
"Philippines","5.0","MD-500E","Light helicopter","1993.0","1994-1995","5","MD-520MG version"
"Philippines","12.0","V-300","APC","1993.0","1995-1998","12","Part of $18 m deal"
"Philippines","12.0","V-300","IFV/AFSV","1993.0","1996-1998","12","Part of $18 m deal"
"Philippines","2.0","C-130B Hercules","Transport aircraft","1995.0","1998","2","Second-hand but modernized before delivery; aid"
"Philippines","2.0","Bell-412","Helicopter","1996.0","1997","2","For SAR; Bell-412EP version; from Canadian production line"
"Philippines","5.0","Cessna-172/T-41","Trainer/light ac","1997.0","1998","5","Second-hand"
"Philippines","8.0","Bell-205/UH-1H","Helicopter","2001.0","2002-2003","8","Second-hand; aid"
"Philippines","1.0","C-130B Hercules","Transport aircraft","2001.0","2001","1","Second-hand; aid"
"Philippines","1.0","Cyclone","Patrol craft","2001.0","2004","1","Second-hand; aid; Philippine designation Alvares"
"Philippines","1.0","6V-53","Diesel engine","2002.0","2004","1","For 1 AIFV ARV from Turkey"
"Philippines","20.0","Bell-205/UH-1H","Helicopter","2003.0","2007-2008","20","Second-hand; part of $30 m aid (10 more delivered for spare parts)"
"Philippines","16.0","Bell-205/UH-1H","Helicopter","2003.0","2004-2005","16","Second-hand; ordered and delivered via Singapore; modernized in Singapore before delivery; part of $12 m deal"
"Philippines","6.0","Bell-205/UH-1H","Helicopter","2003.0","2006-2007","6","Second-hand but modernized before delivery; $8.2 m deal"
"Philippines","48.0","M-113","APC","2003.0","2006","48","Second-hand; aid"
"Philippines","1.0","Nomad","Light transport ac","2004.0","2004","1","Second-hand; aid"
"Philippines","12.0","6BT","Diesel engine","2006.0","2007","12","6CTA version; for modernization of 12 V-150 APC"
"Philippines","6.0","6V-53","Diesel engine","2007.0","2009","6","For 6 AIFV-APC (ACV-300) APC from Turkey; 6V-53T version"
"Philippines","5.0","Bell-205/UH-1H","Helicopter","2009.0","2011","5","Second-hand; possibly modernized before delivery"
"Philippines","2.0","Hunter","UAV","2009.0","2009","2","Second-hand"
"Philippines","1.0","Hamilton","OPV","2011.0","2011","1","Second-hand; $27 m deal (aid but overhaul and delivery paid by Philippines); Philippine designation Del Pilar"
"Philippines","22.0","JDAM","Guided bomb","2011.0","2011","22",""
"Philippines","1.0","TPS-79 MMSR","Air search radar","2011.0","2012","1","Designation uncertain (reported as 'coastal radar')"
"Philippines","1.0","Hamilton","OPV","2012.0","2013","1","Second-hand; $16 m deal (aid but overhaul and delivery paid by Philippines); Philippine designation Del Pilar"
"Philippines","114.0","M-113","APC","2012.0","2015","114","Second-hand; aid; M-113A2 version"
"Philippines","125.0","AGM-65 Maverick","ASM","2013.0","2017","20","For FA-50 combat aircraft"
"Philippines","7.0","Bell-205/UH-1H","Helicopter","2013.0","2014","7","Second-hand but modernized before delivery; originally PHP1.25 b deal for 21 but 14 cancelled due to delivery delays"
"Philippines","25.0","HMMWV Up-Armoured","APV","2013.0","2013","25","Second-hand; M-1114 version; aid"
"Philippines","6.0","Bell-412","Helicopter","2014.0","2015","6","Part of $105 m deal; Bell-412EP version; from Canadian production line; 2 more delivered for government VIP transport"
"Philippines","2.0","C-130H Hercules","Transport aircraft","2014.0","2016","2","Second-hand; $56 m deal (incl $20 m aid); C-130T version"
"Philippines","12.0","F404","Turbofan","2014.0","2015-2017","12","For 12 FA-50 combat aircraft from South Korea"
"Philippines","2.0","T56","Turboprop","2014.0","2016","2","Second-hand; spares for C-130 transport aircraft"
"Philippines","1.0","Hamilton","OPV","2015.0","2016","1","Second-hand; aid; Philippine designation Del Pilar"
"Philippines","2.0","Cessna-208 Caravan","Light transport ac","2016.0","2017","2","Cessna-208B surveillance version"
"Philippines","4.0","T-800","Turboshaft","2016.0","","","For 2 AW-159 ASW helicopters from UK"
"Philippines","4.0","ScanEagle","UAV","2017.0","2017","4",""
"Philippines","6.0","ScanEagle","UAV","2017.0","","","$13.8 m 'FMF' aid; ScanEagle-2 version; delivery planned 2018"
"Poland","2.0","PA-34 Seneca","Light transport ac","1994.0","1995","2","Polish designation M-20 Mewa"
"Poland","48.0","F-16C Block-50/52","FGA aircraft","2003.0","2006-2008","48","$3.5 b 'Peace Sky-1' deal ($4.7 b incl interest; offsets $6 b incl production of components in Poland); F-16 Block-52M+ version; incl 12 F-16D version; Polish designation Jastrzab"
"Poland","4.0","Patriot PAC-3","SAM/ABM system","2017.0","","","PLN40 b ($10 b) 'Wisla' programme for medium-range SAM system (part of 'Shield of Poland' programme); delivery planned 2019-2025; selected but not yet ordered by end-2017"
"Poland","2.0","Bell-206/OH-58","Light helicopter","1991.0","1991","2","Deal worth $4 m; Bell-206B version; from Canadian production line"
"Poland","2.0","Perry","Frigate","1999.0","2000-2002","2","Second-hand; aid; Polish designation Pulaski"
"Poland","100.0","RIM-66B Standard-1MR","SAM","1999.0","2000-2002","100","Second-hand; for Perry (Pulaski) frigates"
"Poland","9.0","MSTAR","Ground surv radar","2000.0","2001","9","$3.3-4.2 m deal; AN/PPS-5C version"
"Poland","1.0","LM-2500","Gas turbine","2001.0","","","For 1 MEKO-A100 (Project-621 Gawron-2) OPV from FRG"
"Poland","4.0","SH-2G Super Seasprite","ASW helicopter","2001.0","2002-2003","4","Second-hand; aid (re-activation and training paid with $20-22 m US 'CEDL' loan)"
"Poland","1.0","MSTAR","Ground surv radar","2002.0","2002","1","AN/PPS-5C version"
"Poland","22.0","AAQ-33 Sniper","Aircraft EO system","2003.0","2007-2008","22","For F-16 combat aircraft; Pantera version"
"Poland","272.0","JDAM","Guided bomb","2003.0","2005","272",""
"Poland","13.0","MSTAR","Ground surv radar","2003.0","2003-2004","13","$5.6 m deal; AN/PPS-5C version"
"Poland","360.0","AGM-65 Maverick","ASM","2004.0","2006-2007","360","$78 m deal; AGM-64G2 version"
"Poland","126.0","AIM-120C AMRAAM","BVRAAM","2004.0","2007-2009","126","AIM-120C-5 version"
"Poland","178.0","AIM-9X Sidewinder","SRAAM","2004.0","2006","178","For F-16C combat aircraft"
"Poland","5.0","C-130E Hercules","Transport aircraft","2004.0","2009-2012","5","Second-hand; $120 m 'FMF' aid; modernized to C-130H before delivery"
"Poland","7.0","DB-110","Aircraft recce system","2004.0","2006-2007","7","$73 m deal; for F-16 combat aircraft"
"Poland","11.0","MSTAR","Ground surv radar","2004.0","2005","11","$2.7 m deal"
"Poland","100.0","Paveway","Guided bomb","2004.0","2007","100","Paveway-3 version"
"Poland","78.0","AGM-154 JSOW","Guided bomb","2007.0","2008-2009","78","AGM-154C version"
"Poland","40.0","Cougar","APC","2008.0","2008-2009","40","Loan; for use in Afghanistan"
"Poland","2.0","C-130E Hercules","Transport aircraft","2009.0","2009","2","Second-hand; 11-month lease for training and use in Afghanistan"
"Poland","30.0","MaxxPro","APC","2010.0","2010","30","MaxxPro Dash version; loan for use in Afghanistan"
"Poland","10.0","ScanEagle","UAV","2010.0","2011","10","$7.2 m aid; for use in Afghanistan"
"Poland","2.0","ScanEagle","UAV","2010.0","2010","2","1 year lease for use in Afghanistan"
"Poland","16.0","F-124","Turbofan","2014.0","2017","16","For 8 M-346 trainer/combat aircraft from Italy"
"Poland","45.0","M-ATV","APV","2014.0","2014-2015","45","Second-hand; aid"
"Poland","68.0","AGM-158A JASSM","ASM","2015.0","2016-2017","26","For F-16 combat aircraft; delivery planned 2016-2019"
"Poland","70.0","AGM-158B JASSM-ER","ASM","2016.0","","","For F-16 combat aircraft"
"Poland","65.0","AIM-120C AMRAAM","BVRAAM","2016.0","","","AIM-120C-7 version"
"Poland","93.0","AIM-9X Sidewinder","SRAAM","2016.0","","",""
"Poland","440.0","Paveway","Guided bomb","2016.0","","","Paveway-2 version; selected but not yet ordered by end 2016"
"Poland","150.0","AIM-120C AMRAAM","BVRAAM","2017.0","","","AIM-120C-7 version"
"Poland","440.0","JDAM","Guided bomb","2017.0","","","GBU-38 version; selected but not yet ordered by end 2017"
"Poland","208.0","MIM-104F PAC-3","ABM","2017.0","","",""
"Portugal","3.0","HR-3000 HADR","Air search radar","1985.0","1988-1990","3","Part of NATO 'NADGE' air survaillance network"
"Portugal","48.0","AIM-7M Sparrow","BVRAAM","1986.0","1991","48","For MEKO-200 (Da Gama) frigates; RIM-7M Sea Sparrow (SAM) version"
"Portugal","3.0","Mk-15 Phalanx","CIWS","1986.0","1991","3","For 3 MEKO-200 (Vasco da Gama) frigates from FRG; Phalanx Mk-15 Mod-11 version"
"Portugal","3.0","Mk-29 IBPDMS","Naval SAM system","1986.0","1991","3","For 3 MEKO-200 (Vasco da Gama) frigates from FRG"
"Portugal","50.0","RGM-84 Harpoon","Anti-ship missile","1986.0","1991","50","For MEKO-200 (Da Gama) frigates"
"Portugal","6.0","LM-2500","Gas turbine","1988.0","1991","6","For 3 MEKO-200 (Da Gama) frigates from FRG"
"Portugal","2.0","TPS-44","Air search radar","1988.0","1989-1990","2","Deal worth $9 m incl 1 Watchman radar; financed by NATO"
"Portugal","100.0","Mk-46","ASW torpedo","1989.0","1991-1995","100","For MEKO-200 (Vasco Da Gama) and modernized Riviere (Belo) frigates and 5 Lynx helicopters; Mk-46 Mod-5 version"
"Portugal","2.0","MPQ-54 FAAR","Air search radar","1989.0","1990-1991","2",""
"Portugal","5.0","AQS-13F","ASW sonar","1990.0","1993","5","AQS-18(V) version; for 5 Super Lynx ASW helicopters from UK"
"Portugal","20.0","F-16A","FGA aircraft","1990.0","1994","20","'Peace Atlantis' deal; incl 3 F-16B"
"Portugal","5.0","RDR-1500","MP aircraft radar","1990.0","1993","5","For 5 Super Lynx helicopters from UK"
"Portugal","25.0","AGM-65 Maverick","ASM","1991.0","1991","25",""
"Portugal","1.0","C-130H-30 Hercules","Transport aircraft","1991.0","1991","1",""
"Portugal","80.0","M-60A3 Patton-2","Tank","1991.0","1993","80","Second-hand; 'CFE Cascade' aid"
"Portugal","2.0","APS-128","MP aircraft radar","1993.0","1994","2","For 2 C-212-200MPA MP aircraft delivered from Spain"
"Portugal","900.0","BGM-71 TOW","Anti-tank missile","1993.0","1994","900","Second-hand; aid; for M-901 tank destroyers"
"Portugal","25.0","M-901 ITV","Tank destroyer","1993.0","1994","25","Second-hand; aid"
"Portugal","4.0","TPE-331","Turboprop","1993.0","1994","4","For 2 C-212 MP aircraft from Spain"
"Portugal","13.0","M-60A3 Patton-2","Tank","1994.0","1995-1996","13","Second-hand; 'CFE Cascade' aid"
"Portugal","30.0","FIM-92 Stinger","Portable SAM","1995.0","1996","30",""
"Portugal","34.0","M-113","APC","1995.0","1996-2000","34","Second-hand; M-577A2 command post version; no. could be 47"
"Portugal","21.0","M-578","ARV","1995.0","1996","21","Second-hand; aid"
"Portugal","30.0","M-30 107mm","Mortar","1996.0","1996-1997","30","Second-hand; aid"
"Portugal","14.0","M-109A5 155mm","Self-propelled gun","1997.0","2001","14","$29 m deal"
"Portugal","8.0","M-578","ARV","1997.0","1998","8","Second-hand; aid"
"Portugal","3.0","M-728 CEV","AEV","1997.0","1998","3","Second-hand; aid"
"Portugal","20.0","F-16C","FGA aircraft","1998.0","2003-2012","20","$268 m 'Peace Atlantis-2' deal (incl aircraft as aid and 5 more for spares); second-hand F-16OCU rebuilt to F-16AM (F-16C) in Portugal with kits from USA; incl 4 F-16B version"
"Portugal","8.0","M-106","Self-propelled mortar","1998.0","2000","8","Second-hand; aid; M-106A2 version"
"Portugal","12.0","AIM-120C AMRAAM","BVRAAM","2002.0","2005-2006","12",""
"Portugal","50.0","JDAM","Guided bomb","2004.0","2005","50",""
"Portugal","96.0","MIM-72C Chaparral","SAM","2004.0","2006","96","Second-hand; aid; MIM-72G version"
"Portugal","188.0","ISC","Diesel engine","2005.0","2007-2016","188","For 188 Pandur-2 APC from Austria"
"Portugal","50.0","Paveway","Guided bomb","2007.0","2009","50",""
"Portugal","10.0","T-800","Turboshaft","2016.0","","","For modernization of 5 Super Lynx ASW helicopters"
"Qatar","40.0","6V-53","Diesel engine","1996.0","1997-1999","40","For 40 Piranha APC from UK; 6V-53T version"
"Qatar","4.0","C-130J-30 Hercules","Transport aircraft","2008.0","2011","4","$394 m deal"
"Qatar","2.0","C-17A Globemaster-3","Heavy transport ac","2008.0","2009","2","$400 m deal"
"Qatar","2.0","C-17A Globemaster-3","Heavy transport ac","2010.0","2012","2",""
"Qatar","576.0","AGM-114K HELLFIRE","Anti-tank missile","2014.0","","","For AH-64 combat helicopters"
"Qatar","24.0","AH-64E Apache Guardian","Combat helicopter","2014.0","","","QAR8.9 b ($2.4 b) deal; delivery planned 2019-2020"
"Qatar","500.0","FGM-148 Javelin","Anti-tank missile","2014.0","2016-2017","500","$150 m deal"
"Qatar","248.0","MIM-104C PAC-2","SAM","2014.0","2015-2017","248","MIM-104E GEM-T version"
"Qatar","778.0","MIM-104F PAC-3","ABM","2014.0","2016-2017","326",""
"Qatar","10.0","Patriot PAC-3","SAM/ABM system","2014.0","2015-2017","6","QAT27.5 b ($7.6 b) deal; delivery planned by 2019"
"Qatar","4.0","C-17A Globemaster-3","Heavy transport ac","2015.0","2015-2016","4",""
"Qatar","295.0","FIM-92 Stinger","Portable SAM","2015.0","","","FIM-92 Block-1 version for AH-64 combat helicopters"
"Qatar","400.0","ISC","Diesel engine","2016.0","2017","20","For 70 Ejder Yalcin APC from Turkey; designation uncertain (reported as 'Cummins 375hp diesel')"
"Qatar","36.0","F-15E Strike Eagle","FGA aircraft","2017.0","","","F-15QA version"
"Qatar","50.0","FGM-148 Javelin","Anti-tank missile","2017.0","","",""
"Qatar","1.0","FPS-132 UEWR","Air search radar","2017.0","","","$1.1 b deal"
"","2.0","Metro-3MP/C-26","MP aircraft","1999.0","1999","2","Second-hand (but only few years old); aid for anti-narcotics operations"
"Romania","4.0","C-130B Hercules","Transport aircraft","1995.0","1996-1997","4","Second-hand"
"Romania","5.0","TPS-77","Air search radar","1995.0","1998-1999","5","$82 m deal; incl for civilian air traffic control"
"Romania","99.0","C-9","Diesel engine","1997.0","2005-2009","99","For modernization of 99 MLI-84 IFV to MLI-84M"
"Romania","60.0","Shadow-600","UAV","1997.0","1999-2000","60","$23 m deal"
"Romania","5.0","Shadow-600","UAV","2000.0","2001","5","$7.5 m deal"
"Romania","2.0","TPS-79 MMSR","Air search radar","2002.0","2005","2","TPS-79(R) version"
"Romania","1.0","C-130H Hercules","Transport aircraft","2004.0","2007","1","Second-hand aircraft sold back to US producer; $7.8 m deal (part of $55 m deal incl modernization of 4 Romanian C-130B and $16 m' FMF' aid); modernized before delivery"
"Romania","31.0","6V-53","Diesel engine","2006.0","2008-2015","31","For 31 Piranha-3 APC from Switzerland"
"Romania","14.0","AE-2100","Turboprop","2006.0","2010-2015","14","For 7 C-27J transport aircraft from Italy"
"Romania","22.0","HMMWV Up-Armoured","APV","2006.0","2006-2007","22","Aid; for use in Afghanistan and Iraq"
"Romania","17.0","TPS-79 MMSR","Air search radar","2008.0","2009-2011","17","TPS-79(R) version; assembled in Romania"
"Romania","60.0","MaxxPro","APC","2010.0","2010","60","Incl 40 Second-hand (but maximum 2 years old); MaxxPro Dash version; for use in Afghanistan"
"Romania","30.0","AIM-120C AMRAAM","BVRAAM","2013.0","2016-2017","30","For F-16 combat aircraft"
"Romania","5.0","AAQ-33 Sniper","Aircraft EO system","2014.0","2016","5",""
"Romania","2.0","Cougar","APC","2014.0","2014","2","Probably second-hand; aid"
"Romania","60.0","AIM-9X Sidewinder","SRAAM","2015.0","2017","12",""
"Romania","12.0","6V-53","Diesel engine","2016.0","","","For 12 Piranha-3 APC from Switzerland"
"Romania","2.0","TPS-77","Air search radar","2016.0","2017","2",""
"Romania","56.0","MIM-104C PAC-2","SAM","2017.0","","","GEM-T version"
"Romania","168.0","MIM-104F PAC-3","ABM","2017.0","","",""
"Romania","7.0","Patriot PAC-3","SAM/ABM system","2017.0","","","'HISAM' programme for long-range SAM system"
"Saudi Arabia","315.0","M-1A2 Abrams","Tank","1990.0","1993-1994","315","$1.5 b deal (offsets incl investments in Saudi arms industry and Saudi production of some components)"
"Saudi Arabia","2538.0","BGM-71 TOW","Anti-tank missile","1984.0","1986-1990","2538","$26 m deal; BGM-71C ITOW version"
"Saudi Arabia","6.0","TPS-43","Air search radar","1985.0","1987-1992","6","Part of 'Peace Shield' deal worth $8 b"
"Saudi Arabia","17.0","TPS-77","Air search radar","1985.0","1986-1992","17","Part of $8 b 'Peace Shield' deal"
"Saudi Arabia","671.0","AIM-9J/P Sidewinder","SRAAM","1986.0","1989-1991","671","$60 m deal; AIM-9P4 version"
"Saudi Arabia","48.0","Tornado IDS Radar","Combat ac radar","1986.0","1986-1991","48","For 48 Tornado IDS combat aircraft from UK; from European production line"
"Saudi Arabia","28.0","TPS-63","Air search radar","1986.0","1987-1990","28",""
"Saudi Arabia","12.0","F-15C Eagle","FGA aircraft","1987.0","1991-1992","12","$500 m 'Peace Sun-4' deal; incl 3 F-15D version"
"Saudi Arabia","15.0","Bell-406CS","Combat helicopter","1988.0","1990","15","$86 m deal"
"Saudi Arabia","4460.0","BGM-71 TOW","Anti-tank missile","1988.0","1990-1992","4460","BGM-71D TOW-2 version; for M-2 IFV"
"Saudi Arabia","3.0","EE-30 30mm","Naval gun","1988.0","1991-1997","3","For 3 Sandown (Al Jawf) minehunters from UK"
"Saudi Arabia","13.0","S-70/UH-60A","Helicopter","1988.0","1990","13","Incl 1 for VIP use; S-70A-1 Desert Hawk version"
"Saudi Arabia","200.0","M-2 Bradley","IFV","1989.0","1990-1992","200",""
"Saudi Arabia","17.0","M-88","ARV","1989.0","1990","17","M-88A1 version"
"Saudi Arabia","6.0","TPS-70","Air search radar","1989.0","1990-1991","6","$24 m 'Peace Pulse' deal; part of 'Falcon Eye' programme"
