"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"Sweden","400.0","Paveway","Guided bomb","2002.0","2006-2009","400","GBU-12 Paveway-2 version"
"Sweden","53.0","AIM-120C AMRAAM","BVRAAM","2004.0","2005","53","Part of $53 m deal; AIM-120C-5 version"
"Sweden","48.0","LCR-2020","Air/sea search radar","2010.0","2011-2012","48","Part of 'REMO-870 programme; Swedish designation PS-640; incl for coast guard and other civilian government agencies"
"Sweden","8.0","RQ-7 Shadow-200","UAV","2010.0","2011","8","$31 m deal (part of $77 m deal incl 3-year training and support by Swedish company); Swedish designation AUV-3"
"Sweden","53.0","GBU-39 SDB","Guided bomb","2011.0","2016","53",""
"Sweden","15.0","S-70/UH-60L","Helicopter","2011.0","2011-2013","15","$207 m deal; UH-60M version; Swedish designation Hkp-16A"
"Sweden","48.0","6BT","Diesel engine","2012.0","2013","48","For 48 BvS-10 APC produced in Sweden"
"Sweden","102.0","6BT","Diesel engine","2013.0","2014-2015","102","For 102 BvS-10 APC produced in Sweden"
"Sweden","4.0","APS-143(V)","MP aircraft radar","2015.0","","","For 4 NH-90 transport aircraft modified to ASW version"
"Sweden","1.0","Patriot PAC-3","SAM/ABM system","2017.0","","","Selected but not yet ordered by end-2017"
"Switzerland","12000.0","BGM-71 TOW","Anti-tank missile","1986.0","1988-1999","12000","$209 m deal (inll 400 launchers); BGM-71D TOW-2 version"
"Switzerland","3500.0","FIM-92 Stinger","Portable SAM","1988.0","1993-1996","3500","CHF484 m deal ($315 m; offsets 70% incl 48% as production of components in Switzerland)"
"Switzerland","34.0","F/A-18C Hornet","FGA aircraft","1993.0","1996-1999","34","$2.3 b deal (offsets 100% incl production of components and assembly of 32 in Switzerland); incl 8 F/A-18D"
"Switzerland","382.0","6V-53","Diesel engine","1986.0","1990-1994","382","Part of CHF124 m modernization of 382 Swiss Spz-63/67 (M-113) to Spz-63/89 version"
"Switzerland","692.0","6V-53","Diesel engine","1987.0","1989-1994","692","For 310 PzJg-90 (Piranha) tank destroyers produced in Switzerland and modernization of 382 M-113 (Spz-63/67) APC to Spz-63/89"
"Switzerland","110.0","M-109A1 155mm","Self-propelled gun","1989.0","1991","110","M-109A1B version; Swiss designation Panzerhaubitze-79"
"Switzerland","100.0","AGM-65 Maverick","ASM","1991.0","1994","100","For F-5E combat aircraft; no. could be up to 500"
"Switzerland","164.0","AIM-120A AMRAAM","BVRAAM","1993.0","1997-1998","164","For F/A-18C combat aircraft"
"Switzerland","515.0","6V-53","Diesel engine","1995.0","1997-2002","515","For 515 Piranha APC produced in Switzerland"
"Switzerland","24.0","PSTAR-ER","Air search radar","2003.0","2004","24","$24 m deal"
"Switzerland","100.0","AIM-9X Sidewinder","SRAAM","2004.0","2007-2010","100","Probably CHF104 m ($80 m) deal (offsets 100%); for F/A-18C combat aircraft"
"Switzerland","20.0","ASQ-228 ATFLIR","Aircraft EO system","2007.0","2010-2011","20","For modernization of F/A-18C combat aircraft"
"Switzerland","232.0","6BT","Diesel engine","2009.0","2010-2012","232","6BTA-5.9 version for 232 Duro-3P APC produced in Switzerland"
"Switzerland","12.0","C-9","Diesel engine","2009.0","2010-2012","12","For 12 Piranha-3C APC produced in Switzerland"
"Switzerland","420.0","ISB5.9","Diesel engine","2009.0","2010-2017","420","For 420 Duro-3P (GMTF or RP-13) APC produced in Switzerland"
"Switzerland","1.0","Centaur","Light aircraft/UAV","2012.0","2012","1","For testing of sensors and UAV technologies"
"Switzerland","150.0","AIM-120C AMRAAM","BVRAAM","2013.0","2016-2017","150","AIM-120C-7 version"
"Syria rebels*","5.0","Guardian","APC","2016.0","2017","5","For Syrian-Arab Coalition; supplier uncertain (possibly from UAE production line); aid"
"Taiwan","131.0","APG-67","Combat ac radar","1982.0","1989-2000","131","For 131 F-CK-1 (Ching Kuo) combat aircraft produced in Taiwan; Taiwanese designation Golden Dragon-53"
"Taiwan","450.0","M-48H Brave Tiger","Tank","1984.0","1985-1995","450","Taiwanese designation also CM-11 or CM-12 Courageous Tiger"
"Taiwan","300.0","F-125","Turbofan","1987.0","1989-2001","300","'Yun Han' (Cloud Man) deal; for 131 F-CK-1 (Ching Kuo) combat aircraft produced in Taiwan; TFE-1042-70 version"
"Taiwan","8.0","Perry","Frigate","1989.0","1993-2004","8","'Kwang Hua-1' project; order for last 1 delayed from 1997 to 2001 for financial reasons; Taiwanese designation Cheng Kung"
"Taiwan","120.0","TFE-731","Turbofan","1980.0","1984-1990","120","For 60 AT-3 trainer/light combat aircraft produced in Taiwan"
"Taiwan","170.0","RIM-66B Standard-1MR","SAM","1983.0","1986-1992","170","For modernized Chien Yang (Gearing) destroyers"
"Taiwan","27.0","S-2T Turbo Tracker","ASW aircraft","1986.0","1991-1993","27","$260-366 m deal; Taiwanese S-2E and S-2G aircraft rebuild to S-2T version"
"Taiwan","12.0","Beech-1900/C-12J","Light transport ac","1987.0","1988-1990","12","For VIP transport and training; Beech-1900C version"
"Taiwan","6.0","M-992 FAASV","ALV","1989.0","1990","6",""
"Taiwan","6.0","M-992 FDCV","APC/Command Post","1989.0","1990","6",""
"Taiwan","7.0","Mk-15 Phalanx","CIWS","1989.0","1989-1992","7","$15 m deal; for modernization of 7 Chien Yang (Gearing) destroyers"
"Taiwan","8.0","W-160","Fire control radar","1989.0","1989-1992","7","For modernization of 8 Chien Yang (Gearing) destroyers"
"Taiwan","1.0","C-130H Hercules","Transport aircraft","1990.0","1991","1","For SIGINT or modified after delivery for SIGINT"
"Taiwan","72.0","M-109A1 155mm","Self-propelled gun","1990.0","1991","72","M-109A2 version"
"Taiwan","4.0","M-88","ARV","1990.0","1995","4","M-88A1 version"
"Taiwan","18.0","M-9 ACE","AEV","1990.0","1991","18",""
"Taiwan","3.0","Navajo/ATF","Tug","1990.0","1991","3","Second-hand; Taiwanese designation Ta Tung (1 more for spares only)"
"Taiwan","10.0","S-70B/SH-60B Seahawk","ASW helicopter","1990.0","1990-1991","10","S-70C(M)-1 Thunderhawk version"
"Taiwan","1.0","T56","Turboprop","1990.0","1991","1","Spare for C-130 transport aircraft"
"Taiwan","684.0","AGM-114A HELLFIRE","Anti-tank missile","1991.0","1993-1995","684","AGM-114C version; for Bell-206/OH-58D and Bell-209/AH-1W helicopters"
"Taiwan","100.0","Mk-46","ASW torpedo","1991.0","1992-1993","100","$28 m deal"
"Taiwan","1.0","MPQ-53","SAM system radar","1991.0","1992","1","For use with Sky Bow SAM system produced in Taiwan"
"Taiwan","97.0","RIM-66B Standard-1MR","SAM","1991.0","1993-1994","97","$55 m deal; for Perry (Cheng Kung) frigates"
"Taiwan","42.0","AH-1W SuperCobra","Combat helicopter","1992.0","1993-1997","42",""
"Taiwan","600.0","AIM-7M Sparrow","BVRAAM","1992.0","1997-1999","600","Part of $5.8 b deal; for F-16C combat aircraft"
"Taiwan","900.0","AIM-9M Sidewinder","AIM-9S","1992.0","1997-1999","900","Part of $5.8 b deal; AIM-9S version; for F-16C combat aircraft"
"Taiwan","26.0","Bell-206/OH-58D(I)","Combat helicopter","1992.0","1993-1995","26","$367 m deal"
"Taiwan","150.0","F-16C","FGA aircraft","1992.0","1997-1999","150","Part of $5.8 b deal; officially sold as F-16A Block-20 but similar to F-16C Block-40; incl 30 F-16D"
"Taiwan","3.0","Knox","Frigate","1992.0","1993","3","Second-hand; $236m 5-year lease (later extended); Taiwanese designation Chin Yang"
"Taiwan","12.0","R-76","Fire control radar","1992.0","1994-2000","12","HR-76C5 version; for 12 Jin Chiang OPV/corvettes produced in Taiwan"
"Taiwan","1.0","TPS-77","Air search radar","1992.0","1999","1","GE-592 version; part of 'Sky Net' air-surveillance network"
"Taiwan","4.0","C-130H Hercules","Transport aircraft","1993.0","1994-1996","4",""
"Taiwan","4.0","E-2C Hawkeye","AEW&C aircraft","1993.0","1994-1995","4","$700 m deal (offsets 10% or 40%); E-2T version"
"Taiwan","150.0","Mk-46 Mod-5 NEARTIP","ASW torpedo","1993.0","1994-1995","150","$54 m deal"
"Taiwan","38.0","RGM-84 Harpoon","Anti-ship missile","1993.0","1995","38","$68 m deal; for Knox frigates"
"Taiwan","40.0","T-38A Talon","Trainer aircraft","1993.0","1995","40","Second-hand; $49 m 3-year lease"
"Taiwan","4.0","Aggressive","Minesweeper","1994.0","1995","4","Second-hand; $2.5 m deal; modernized before delivery; Taiwanese designation Yung Yang"
"Taiwan","3.0","Knox","Frigate","1994.0","1995","3","Second-hand; $225 m 5-year lease (later extended); Taiwanese designation Chin Yang"
"Taiwan","160.0","M-60A3 Patton-2","Tank","1994.0","1995-1998","160","Second-hand; $91 m deal; modernized before delivery"
"Taiwan","200.0","MIM-104C PAC-2","SAM","1994.0","1996-1997","200","Part of $1.3 b deal"
"Taiwan","3.0","Patriot","SAM system","1994.0","1996-1997","3","Part of $1.3 b deal; Patriot MADS or Patriot-T version"
"Taiwan","207.0","RIM-66B Standard-1MR","SAM","1994.0","1994-1998","207","For Perry (Cheng Kung) frigates"
"Taiwan","6.0","Mk-15 Phalanx","CIWS","1995.0","1996-1998","6","Part of $75 m deal; for 6 La Fayette (Kang Ding) frigates from France"
"Taiwan","2.0","Newport","Landing ship","1995.0","1997","2","Second-hand; lease until bought 2000; Taiwanese designation Chung Ho Class"
"Taiwan","4.0","C-130H Hercules","Transport aircraft","1996.0","1997-1998","4","$200 m deal"
"Taiwan","28.0","M-109A5 155mm","Self-propelled gun","1996.0","1998","28",""
"Taiwan","300.0","M-60A3 Patton-2","Tank","1996.0","1998-2002","300","Second-hand; $223 m deal"
"Taiwan","110.0","Mk-46 Mod-5 NEARTIP","ASW torpedo","1996.0","1998-1999","110","$66 m deal"
"Taiwan","21.0","AH-1W SuperCobra","Combat helicopter","1997.0","2000-2002","21","$479 m deal"
"Taiwan","74.0","Avenger","Mobile AD system","1997.0","1998","74","$63 m deal (part of $420 m deal)"
"Taiwan","30.0","Bell-206/OH-58","Light helicopter","1997.0","1998-1999","30","$53 m deal; for training; from Canadian production line; Bell-206B-3/TH-67 Creek version"
"Taiwan","1786.0","BGM-71 TOW","Anti-tank missile","1997.0","1999-2001","1786","Part of $81 m deal (incl 114 launchers); BGM-71E TOW-2A version"
"Taiwan","1299.0","FIM-92 Stinger","Portable SAM","1997.0","1998-2001","1299","Part of $420 m deal; for Avenger SAM systems"
"Taiwan","54.0","RGM-84 Harpoon","Anti-ship missile","1997.0","1998-2000","54","$95 m deal"
"Taiwan","11.0","S-70B/SH-60B Seahawk","ASW helicopter","1997.0","2000-2001","11","S-70C(M)-2 Thunderhawk version"
"Taiwan","4.0","S-70/UH-60L","Helicopter","1997.0","1998","4","For SAR; S-70C-6 Super Blue Hawk version"
"Taiwan","28.0","AAQ-14 LANTIRN","Aircraft EO system","1998.0","2000-2001","28","Part of $106 m deal; AN/AAQ-19 Sharpshooter version; for F-16 combat aircraft"
"Taiwan","28.0","AAQ-20 Pathfinder","Aircraft EO system","1998.0","2000-2001","28","Part of $106 m deal; for F-16 combat aircraft"
"Taiwan","728.0","FIM-92 Stinger","Portable SAM","1998.0","2000-2001","728","$180 m deal (incl 61 launchers)"
"Taiwan","2.0","Knox","Frigate","1998.0","1999","2","Second-hand; Taiwanese designation Chin Yang (1 or 2 more delivered for spare parts only)"
"Taiwan","90.0","Mk-46 Mod-5 NEARTIP","ASW torpedo","1998.0","2000","90",""
"Taiwan","240.0","AGM-114K HELLFIRE","Anti-tank missile","1999.0","2001","240","$23 m deal; AGM-114K3 version"
"Taiwan","1.0","Anchorage","AALS","1999.0","2000","1","Second-hand; Taiwanese designation Shui Hai"
"Taiwan","13.0","Bell-206/OH-58D(I)","Combat helicopter","1999.0","1999-2001","13","Assembled from kits in Taiwan"
"Taiwan","3.0","Bolster","Salvage ship","1999.0","1999-2000","3","Second-hand; 'SAP' aid; Taiwanese designation Da Juen"
"Taiwan","9.0","CH-47D Chinook","Transport helicopter","1999.0","2002-2003","9","$300-486 m deal; CH-47SD version"
"Taiwan","2.0","E-2C Hawkeye-2000","AEW&C aircraft","1999.0","2005","2","$400 m deal; E-2T/Hawkeye-2000 version"
"Taiwan","41.0","Mk-46 Mod-5 NEARTIP","ASW torpedo","1999.0","2001","41","$8.4 m deal"
"Taiwan","58.0","RGM-84 Harpoon","Anti-ship missile","1999.0","1999-2000","58","$101 m deal; AGM-84 version (possibly Block-2 CTS version with land-attack capability); for F-16 combat aircraft"
"Taiwan","120.0","AIM-120C AMRAAM","BVRAAM","2000.0","2001-2003","120","$150 m deal; for F-16 combat aircraft; stored in USA until 2003 when delivered to Taiwan after China introduced similar AA-12 missiles in 2002/2003"
"Taiwan","302.0","MIM-72C Chaparral","SAM","2000.0","2000-2005","302","Second-hand; MIM-72E/G/J versions"
"Taiwan","204.0","RIM-66B Standard-1MR","SAM","2000.0","2001","204","Possibly Second-hand; for Perry (Cheng Kung) frigates"
"Taiwan","40.0","AGM-65 Maverick","ASM","2001.0","2003","40","$18 m deal; AGM-65G version; for F-16 combat aircraft"
"Taiwan","71.0","RGM-84 Harpoon","Anti-ship missile","2001.0","2002","71",""
"Taiwan","290.0","BGM-71F TOW-2B","Anti-tank missile","2002.0","2003-2004","290","$18 m deal"
"Taiwan","360.0","FGM-148 Javelin","Anti-tank missile","2002.0","2005","360","$51 m deal (incl 40 launchers)"
"Taiwan","11.0","TPS-77","Air search radar","2002.0","2004-2006","11","Incl 4 AN/TPS-117"
"Taiwan","54.0","AAV-7A1","APC","2003.0","2005-2006","54","$64-156 m deal; Second-hand AAV-7A1 rebuilt to AAV-7A1RAM/RS; incl 4 CP and 2 ARV version"
"Taiwan","182.0","AIM-9M Sidewinder","AIM-9S","2003.0","2005-2006","182","$17 m deal; AIM-9M-2 version"
"Taiwan","4.0","Kidd","Destroyer","2003.0","2005-2006","4","Second-hand; $740 m deal; Taiwanese designation Keelung"
"Taiwan","22.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2003.0","2005-2006","22","RGM-84L Block-2 version; for Kidd (Keelung) destroyers"
"Taiwan","148.0","Standard Missile-2MR","SAM","2003.0","2005-2006","148","SM-2MR Block-3A version; for Kidd (Keelung) destroyers"
"Taiwan","449.0","AGM-114K HELLFIRE","Anti-tank missile","2004.0","2007-2008","449","Part of $50 m deal; AGM-114M3 version"
"Taiwan","50.0","Paveway","Guided bomb","2004.0","2005","50",""
"Taiwan","5.0","AIM-7M Sparrow","BVRAAM","2005.0","2007","5","Part of $280 m deal; for training in USA"
"Taiwan","10.0","AIM-9M Sidewinder","AIM-9S","2005.0","2006","10","Part of $280 m deal; for training in USA"
"Taiwan","650.0","C-9","Diesel engine","2005.0","2014-2017","505","For 650 CM-32 APC/IFV produced in Taiwan"
"Taiwan","1.0","FPS-115 Pave Paws","Air search radar","2005.0","2013","1","Part of $1.4 b 'SRP' programme"
"Taiwan","218.0","AIM-120C AMRAAM","BVRAAM","2007.0","2013-2014","218",""
"Taiwan","2.0","Osprey","Minehunter","2007.0","2012","2","Second-hand but modernized before delivery; $30 m deal; Taiwanese designation Yung Jin"
"Taiwan","12.0","P-3CUP Orion","ASW aircraft","2008.0","2012-2015","12","$664 m deal (offsets 70%); second-hand P-3C rebuilt to P-3CUP"
"Taiwan","32.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2008.0","2013-2016","32","UGM-84L version for Zwaardvis (Hai Lung) submarines; delivery"
"Taiwan","60.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2008.0","2010-2012","60","$90 m deal; AGM-84L Block-2 version; for F-16 combat aircraft"
"Taiwan","144.0","Standard Missile-2MR","SAM","2008.0","2010-2012","144","SM-2 Block-3A version"
"Taiwan","235.0","AGM-65 Maverick","ASM","2009.0","2011-2012","235","AIM-65G2 version"
"Taiwan","182.0","FGM-148 Javelin","Anti-tank missile","2009.0","2011","182","$21-29 m deal"
"Taiwan","171.0","FIM-92 Stinger","Portable SAM","2009.0","2012-2014","171","$45 m deal; for AH-64E combat helicopters"
"Taiwan","25.0","FIM-92 Stinger","Portable SAM","2009.0","2012","25","$9.9 m deal; Stinger Block-1 version"
"Taiwan","264.0","MIM-104F PAC-3","ABM","2009.0","2011-2014","264","Part of $3.2 b deal"
"Taiwan","4.0","Patriot PAC-3","SAM/ABM system","2009.0","2014-2015","4","$1.1 b deal (incl $134 m for spares; part of $3.2 b deal)"
"Taiwan","3.0","Patriot PAC-3","SAM/ABM system","2009.0","2011-2012","3","$600 m deal; Taiwanese Patriot SAM systems rebuilt to Patriot-3 version"
"Taiwan","1000.0","AGM-114K HELLFIRE","Anti-tank missile","2010.0","2012-2014","1000","AGM-114L version for AH-64E combat helicopters"
"Taiwan","30.0","AH-64E Apache Guardian","Combat helicopter","2010.0","2012-2014","30","$2 b deal"
"Taiwan","17.0","APG-78 Longbow","Combat heli radar","2010.0","2012-2014","17","For AH-64E combat helicopters"
"Taiwan","122.0","MIM-104F PAC-3","ABM","2010.0","2015","122",""
"Taiwan","9.0","T-700","Turboshaft","2010.0","2013-2014","9","Spares for AH-64E combat helicopters"
"Taiwan","12.0","Mk-15 Phalanx","CIWS","2011.0","2014","1","For 12 Tuo Jiang corvettes produced in Taiwan"
"Taiwan","4.0","S-70/UH-60L","Helicopter","2011.0","2014","4","UH-60M version; $49 m deal"
"Taiwan","45.0","S-70/UH-60L","Helicopter","2012.0","2014-2017","32","UH-60M version; delivery 2014-2019"
"Taiwan","144.0","APG-83 SABR","Combat ac radar","2014.0","","","For modernization of 144 F-16 combat aircraft; delivery planned 2018-2023"
"Taiwan","2.0","AAQ-33 Sniper","Aircraft EO system","2015.0","2017","2",""
"Taiwan","2.0","Perry","Frigate","2015.0","2017","2","Second-hand but modernized before delivery; $175-190 m deal"
"Taiwan","36.0","AAV-7A1","APC","2016.0","","","Probably second-hand"
"Taiwan","140.0","AIM-9X Sidewinder","SRAAM","2016.0","","",""
"Taiwan","13.0","Mk-15 Phalanx","CIWS","2016.0","","",""
"Taiwan","208.0","FGM-148 Javelin","Anti-tank missile","2017.0","","",""
"Taiwan","250.0","FIM-92 Stinger","Portable SAM","2017.0","","","Delivery from 2018"
"Taiwan","16.0","Standard Missile-2MR","SAM","2017.0","","",""
"Thailand","2000.0","BGM-71 TOW","Anti-tank missile","1980.0","1981-1990","2000",""
"Thailand","2.0","TPS-70","Air search radar","1985.0","1992","2",""
"Thailand","40.0","AIM-9J/P Sidewinder","SRAAM","1987.0","1991","40","AIM-9P version; for F-16 combat aircraft"
"Thailand","6.0","F-16A","FGA aircraft","1987.0","1991","6","'Peace Naresuan' deal: F-16 Block-15OCU version"
"Thailand","106.0","Stingray","Light tank","1987.0","1988-1990","106","$150 m deal"
"Thailand","4.0","AH-1F Cobra","Combat helicopter","1988.0","1989-1990","4",""
"Thailand","48.0","BGM-71 TOW","Anti-tank missile","1988.0","1989-1990","48","For Bell-209/AH-1G helicopters"
"Thailand","3.0","C-130H-30 Hercules","Transport aircraft","1988.0","1989-1990","3","$66 m deal"
"Thailand","3.0","CH-47D Chinook","Transport helicopter","1988.0","1990","3",""
"Thailand","28.0","M-113","APC","1988.0","1992","28","Part of $63 m deal; M-113A2 version; incl 11 M-577A2 CP version"
"Thailand","10.0","Bell-205/UH-1H","Helicopter","1989.0","1990","10","Second-hand but modernized before delivery"
"Thailand","1.0","C-130H Hercules","Transport aircraft","1989.0","1990","1",""
"Thailand","4.0","LM-2500","Gas turbine","1989.0","1994-1995","4","For 2 Naresuan frigates from China"
"Thailand","3.0","APS-128","MP aircraft radar","1990.0","1991","3","For 3 Do-228 MP aircraft from FRG; could be AN/APS-504 from Canada"
"Thailand","3.0","CH-47D Chinook","Transport helicopter","1990.0","1991","3",""
"Thailand","75.0","M-48A5 Patton","Tank","1990.0","1991","75","Second-hand"
"Thailand","53.0","M-60A1 Patton-2","Tank","1990.0","1991","53","Second-hand"
"Thailand","20.0","M-88","ARV","1990.0","1993-1994","20","M-88A1 version"
"Thailand","2.0","Mk-45 127mm","Naval gun","1990.0","1994-1995","2","For 2 Naresuan frigates from China"
"Thailand","50.0","Paveway","Guided bomb","1990.0","1991-1992","50",""
"Thailand","16.0","RGM-84 Harpoon","Anti-ship missile","1990.0","1994","16","AGM-84D version for P-3B ASW/MP aircraft"
"Thailand","6.0","TPE-331","Turboprop","1990.0","1991","3","For 3 Do-228 MP aircraft from FRG"
"Thailand","25.0","AIM-7M Sparrow","BVRAAM","1991.0","1994-1995","25","For Naresuan frigates; RIM-7M Sea Sparrow (SAM) version"
"Thailand","2.0","C-130H-30 Hercules","Transport aircraft","1991.0","1993","2",""
"Thailand","20.0","M-109A5 155mm","Self-propelled gun","1991.0","1994","20","Deal worth $63 m incl 20 M-992 ALVs and 28 M-113A3 APCs"
"Thailand","20.0","M-992 FAASV","ALV","1991.0","1993-1994","20","Part of $63 m deal"
"Thailand","20.0","MX-7","Light aircraft","1991.0","1992","20","MX-7-180 version"
"Thailand","30.0","RGM-84 Harpoon","Anti-ship missile","1991.0","1994-1995","30","For Naresuan frigates"
"Thailand","2.0","C-130H Hercules","Transport aircraft","1992.0","1993","2",""
"Thailand","18.0","F-16A","FGA aircraft","1992.0","1995-1997","18","$547 m 'Peace Naresuan-2' deal; F-16 Block-15OCU version; incl 6 F-16B version"
"Thailand","2.0","Knox","Frigate","1992.0","1994-1996","2","Second-hand; $4.3m 5-year lease (1 bought 1996 after lease and 1 transferred 2001 as aid after lease); Thai designation Phutthayotfa Chulalok"
"Thailand","20.0","Bell-212/UH-1N","Helicopter","1993.0","1997-2000","20","$130 m deal; from Canadian production line"
"Thailand","2.0","LAADS","Air search radar","1993.0","1995-1996","2","Deal worth $11.8 m"
"Thailand","2.0","LM-2500","Gas turbine","1993.0","1997","2","For 1 Chakri Naruebet aircraft carrier from Spain"
"Thailand","2.0","MTU-1163","Diesel engine","1993.0","1997","2","For 1 Chakri Naruebet aircraft carrier from Spain; possibly produced in Spain"
"Thailand","3.0","P-3A Orion","ASW aircraft","1993.0","1996","3","Second-hand but modernized before delivery; 2 more delivered for spares only"
"Thailand","6.0","S-70B","Transport helicopter","1993.0","1997","6","$186 m deal; S-70B-7 version"
"Thailand","18.0","A-7E Corsair-2","FGA aircraft","1994.0","1995-1997","18","Second-hand; $82 m deal; incl 4 TA-7C; 3-7 more for spares only"
"Thailand","1.0","SPS-52","Air search radar","1994.0","1997","1","Second-hand; for 1 Chakri Naruebet aircraft carrier from Spain"
"Thailand","6.0","AAQ-13 LANTIRN","Combat ac radar","1995.0","1997","6","For F-16A combat aircraft"
"Thailand","6.0","AAQ-14 LANTIRN","Aircraft EO system","1995.0","1997","6","For F-16A combat aircraft"
"Thailand","3.0","APS-128","MP aircraft radar","1995.0","1995-1996","3","For 3 Do-228 MP aircraft from FRG; could be AN/APS-504 from Canada"
"Thailand","215.0","BGM-71 TOW","Anti-tank missile","1995.0","1996","215","Possibly for M-901 tank destroyers"
"Thailand","3.0","FPS-130","Air search radar","1995.0","1998-1999","3","Part $180 m deal; for 'RTADS' air surveillance network"
"Thailand","12.0","M-106A3","Self-propelled mortar","1995.0","1997","12","Part of $85 m deal"
"Thailand","52.0","M-113A3","APC","1995.0","1996-1997","52","Part of $85 m deal; incl 9 ambulance, 12 M-577A3 CP, 21 M-125A3 81mm mortar carrier and 10 ARV version"
"Thailand","125.0","M-60A3 Patton-2","Tank","1995.0","1996-1997","125","Second-hand; deal worth $127 m"
"Thailand","18.0","M-901 ITV","Tank destroyer","1995.0","1997","18","Part of $85 m deal; M-901A3 version"
"Thailand","6.0","S-76","Helicopter","1995.0","1996","6","S-76C version"
"Thailand","6.0","TPE-331","Turboprop","1995.0","1995-1996","6","For 3 Do-228 MP aircraft from FRG"
"Thailand","8.0","RGM-84 Harpoon","Anti-ship missile","1996.0","1997","8","For Phutthayotfa Chulalok (Knox) frigate"
"Thailand","2.0","RGM-84 Harpoon","Anti-ship missile","1996.0","1998","2","AGM-84D version for F/A-18 combat aircraft; more ordered but only 2 delivered before order cancelled after cancellation of F/A-18 order"
"Thailand","30.0","M-113","APC","1997.0","1998-2000","30","Probably Second-hand"
"Thailand","6.0","M-88A2 HERCULES","ARV","1998.0","2000-2001","6",""
"Thailand","16.0","F-16A","FGA aircraft","2000.0","2002-2003","16","Second-hand but modernized before delivery; $130-157 m 'Peace Naresuan-4' deal (incl 2 more for spare parts only); F-16 Block-15 version; incl 1 F-16B version"
"Thailand","8.0","AIM-120C AMRAAM","BVRAAM","2001.0","2003","8","$6.1 m deal; for F-16 combat aircraft; acquired as reaction to Myanmarese order for MiG-29 combat aircraft; stored in USA until 2003 when delivered to Thailand after China and Viet Nam introduced similar AA-12 missiles in 2002/2003"
"Thailand","30.0","Bell-205/UH-1H","Helicopter","2001.0","2002-2004","30","Second-hand but modernized before delivery; $30 m aid"
"Thailand","3.0","S-70/UH-60L","Helicopter","2001.0","2001-2002","3","$30-36 m deal; for patrol and anti-narcotics operations along border with Myanmar"
"Thailand","4.0","T-800","Turboshaft","2001.0","2004","4","For 2 Super Lynx-300 helicopters from UK"
"Thailand","1.0","APS-128","MP aircraft radar","2003.0","2004","1","For 1 Do-228 MP aircraft from FRG; could be AN/APS-504 from Canada"
"Thailand","4.0","S-70/UH-60L","Helicopter","2003.0","2004-2005","4","THB3 b deal"
"Thailand","3.0","SeaVue","MP aircraft radar","2004.0","2005-2006","3","For modernization of 3 P-3T ASW/MP aircraft"
"Thailand","4.0","AH-1F Cobra","Combat helicopter","2005.0","2011-2012","4","Second-hand but modernized before delivery; aid"
"Thailand","2.0","S-70/UH-60L","Helicopter","2007.0","2011","2","$58 m deal; MH-60S version; bought after 2004 natural disaster as reaction to lack of helicopters for SAR"
"Thailand","1.0","TPS-77","Air search radar","2007.0","2012","1",""
"Thailand","10.0","Caterpillar-3126","Diesel engine","2008.0","2010","10","For Bronco APC from  Singapore"
"Thailand","6.0","F404","Turbofan","2008.0","2011","6","For 6 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line"
"Thailand","1.0","Aeros-40 Sky Dragon","Airship","2009.0","2009","1","Part of $9.7 m deal; Aeros-40D version; for reconnaissance/ground surveillance role"
"Thailand","2.0","Bell-214","Helicopter","2010.0","2011","2","Second-hand; Bell-214EP version"
"Thailand","6.0","F404","Turbofan","2010.0","2013","6","For 6 JAS-39 combat aircraft from Sweden; RM-12 version from Swedish production line"
"Thailand","16.0","TH-28/480","Light helicopter","2010.0","2011-2012","16","THB1.2 b ($40 m) deal; for training"
"Thailand","21.0","6BT","Diesel engine","2012.0","2012-2014","21","For First Win APC/APV produced in Thailand; designation uncertain (reported as 250-300hp Cummins diesel)"
"Thailand","18.0","APG-68","Combat ac radar","2012.0","2014-2017","18","Part of $700 m deal for modernization of 18 F-16 combat aircraft; AN/APG-68(V)9 version"
"Thailand","54.0","M-198 155mm","Towed gun","2012.0","2013","54","Second-hand"
"Thailand","3.0","S-70/UH-60L","Helicopter","2012.0","2013","3","Possibly THB2.8 b ($90 m) deal; UH-60M version"
"Thailand","3.0","S-70/UH-60L","Helicopter","2012.0","2014","3","UH-60M version"
"Thailand","1.0","Saab-340","Transport aircraft","2012.0","2012","1","Second-hand"
"Thailand","9.0","RIM-162 ESSM","SAM","2013.0","2015","9",""
"Thailand","1.0","S-70/UH-60L","Helicopter","2013.0","2016","1","$11.4 m deal; UH-60M version"
"Thailand","2.0","TPS-70","Air search radar","2013.0","2015-2016","2","TPS-78 version"
"Thailand","5.0","AAQ-33 Sniper","Aircraft EO system","2014.0","2015-2016","5",""
"Thailand","50.0","AIM-120C AMRAAM","BVRAAM","2014.0","2016-2017","50",""
"Thailand","4.0","F404","Turbofan","2015.0","","","For 4 T-50 trainer/combat aircraft from South Korea"
